Gender,Race,Age,VisaStatus,VisaLabel,EducationLevel,EducationLabel,UniversityTier,CS_Degree,YearsExperience,AlgorithmSkill,SystemDesignSkill,NumLanguages,GitHubScore,PastCompanyTier,PastCompanyLabel,EthnicNameSignal,HasReferral,LinkedInScore,InterviewerType,ResumeScore,TechInterviewScore,CultureFitScore,OverallInterviewScore,HireProbability,Hired,TotalBiasEffect
Female,Black,26,1,Green Card,2,Master,3,1,3.4,49.7,58.9,1,9.9,2,Well-known Tech,1,0,77.3,1,54.8,31.4,32.7,37.8,0.1521,0,-0.38
Male,White,28,0,Citizen,1,Bachelor,3,1,1.3,47.9,7.8,4,48.9,1,FAANG,0,0,46.2,1,46.8,8.2,75.0,44.6,0.2996,1,0.27
Male,White,35,0,Citizen,4,Self-taught/Bootcamp,4,1,0.8,45.0,32.4,9,55.7,4,No Experience,0,0,92.0,0,42.9,41.8,52.6,46.4,0.1713,0,0.27
Male,White,42,0,Citizen,1,Bachelor,1,1,0.8,19.7,14.0,5,70.1,4,No Experience,0,0,83.6,1,54.0,23.5,45.1,39.8,0.1565,0,0.27
Female,White,37,0,Citizen,1,Bachelor,2,1,2.4,52.5,37.2,3,16.1,1,FAANG,0,1,80.8,1,72.6,28.5,59.1,51.8,0.5249,0,0.12
Male,White,40,0,Citizen,1,Bachelor,2,1,9.4,42.7,59.3,5,20.6,3,Average Company,0,1,66.5,1,80.8,20.2,66.6,53.9,0.5268,1,0.27
Male,White,29,0,Citizen,1,Bachelor,1,1,2.1,28.2,37.3,1,8.6,4,No Experience,0,1,73.7,1,65.3,39.9,66.4,56.9,0.3669,0,0.27
Male,Black,27,0,Citizen,1,Bachelor,3,1,4.7,52.9,34.5,2,9.6,3,Average Company,0,0,66.8,0,65.5,10.6,56.8,42.8,0.1794,0,-0.03
Female,Black,21,0,Citizen,2,Master,2,0,0.7,55.3,33.2,3,31.8,4,No Experience,0,0,72.0,1,67.8,33.4,63.6,54.1,0.2007,0,-0.38
Female,White,32,0,Citizen,3,PhD,2,0,0.3,52.9,59.3,2,22.5,4,No Experience,0,1,69.4,1,62.9,50.2,50.3,53.4,0.4054,0,0.12
Male,Black,34,0,Citizen,1,Bachelor,3,1,2.4,49.7,47.1,2,20.5,3,Average Company,0,0,92.8,1,56.3,24.9,41.5,39.4,0.132,0,-0.03
Female,Hispanic,29,2,H1B,1,Bachelor,3,0,0.8,41.9,30.3,5,6.5,4,No Experience,1,0,57.3,0,25.5,43.1,46.3,40.0,0.088,0,-0.32
Male,White,26,1,Green Card,4,Self-taught/Bootcamp,4,0,1.0,36.3,34.5,5,43.7,4,No Experience,0,0,50.9,1,41.1,11.9,65.0,40.5,0.1224,0,0.27
Male,Asian,40,2,H1B,1,Bachelor,2,1,1.4,41.5,25.8,3,30.5,1,FAANG,1,0,85.5,0,61.9,7.9,46.4,36.8,0.1589,0,0.12
Male,Hispanic,36,2,H1B,2,Master,2,0,0.3,50.7,41.2,2,24.8,4,No Experience,1,1,62.9,2,56.0,39.5,57.1,50.7,0.2947,1,-0.05
Male,White,41,0,Citizen,1,Bachelor,2,1,7.3,64.2,43.9,4,21.4,2,Well-known Tech,0,0,43.9,1,84.9,43.9,64.5,62.4,0.5691,1,0.27
Male,White,25,0,Citizen,1,Bachelor,1,1,3.5,45.6,53.8,2,29.7,2,Well-known Tech,0,1,69.2,2,70.8,47.6,76.7,65.0,0.656,0,0.27
Male,White,27,0,Citizen,1,Bachelor,3,1,2.4,20.4,33.5,3,13.1,4,No Experience,0,0,60.8,1,51.0,27.1,55.8,44.6,0.1826,0,0.27
Male,Black,40,0,Citizen,2,Master,2,0,1.8,51.5,38.7,2,20.1,3,Average Company,1,0,83.4,0,66.6,32.4,65.4,54.1,0.3036,1,-0.03
Female,White,31,1,Green Card,2,Master,2,1,0.0,49.5,34.4,2,15.6,4,No Experience,0,1,81.9,1,60.9,38.7,61.8,53.5,0.3893,0,0.12
Male,White,28,0,Citizen,4,Self-taught/Bootcamp,4,1,9.2,59.2,68.6,4,14.3,3,Average Company,0,1,82.6,2,74.9,58.9,75.3,69.5,0.7038,1,0.27
Male,Black,28,0,Citizen,1,Bachelor,2,1,6.5,50.0,54.6,7,25.9,4,No Experience,0,1,87.6,0,62.2,45.6,64.7,57.4,0.3917,0,-0.03
Female,White,31,0,Citizen,2,Master,3,1,5.9,53.4,70.0,4,26.7,3,Average Company,0,1,86.6,0,69.1,51.2,47.7,54.3,0.56,1,0.12
Male,Hispanic,39,0,Citizen,1,Bachelor,3,0,0.9,61.1,8.9,2,17.5,4,No Experience,1,0,81.1,1,41.8,33.1,49.8,41.9,0.1742,0,0.03
Male,White,30,0,Citizen,1,Bachelor,2,1,0.2,32.4,23.3,4,22.2,4,No Experience,0,0,84.6,1,46.5,4.3,51.1,33.6,0.0852,1,0.27
Female,Hispanic,37,0,Citizen,1,Bachelor,2,0,0.3,69.2,34.4,1,27.0,4,No Experience,1,0,87.2,1,33.7,40.7,48.3,42.0,0.0869,0,-0.24
Male,White,35,0,Citizen,4,Self-taught/Bootcamp,4,1,3.5,39.0,44.9,1,24.5,3,Average Company,0,0,75.9,1,49.1,24.7,70.5,49.1,0.2741,1,0.27
Male,White,25,0,Citizen,2,Master,3,1,4.5,54.8,55.7,2,26.8,2,Well-known Tech,0,1,69.3,2,89.1,56.7,58.2,65.4,0.6348,0,0.27
Male,White,25,0,Citizen,2,Master,2,1,20.0,93.2,100.0,6,36.1,3,Average Company,0,0,83.1,1,100.0,71.1,75.7,80.2,0.9135,1,0.27
Female,Hispanic,28,0,Citizen,4,Self-taught/Bootcamp,4,1,3.3,72.0,46.9,4,7.5,2,Well-known Tech,1,0,91.8,2,50.0,51.0,33.5,43.7,0.1898,0,-0.24
Male,White,22,0,Citizen,2,Master,1,0,1.8,62.5,43.7,2,46.4,2,Well-known Tech,0,0,74.5,0,71.5,38.9,58.0,54.7,0.4358,0,0.27
Female,Black,28,1,Green Card,4,Self-taught/Bootcamp,4,1,5.1,74.9,55.0,2,41.0,4,No Experience,1,1,54.7,2,58.4,43.6,32.6,42.9,0.1764,0,-0.38
Male,Asian,42,2,H1B,2,Master,1,1,4.6,71.0,55.6,2,28.3,3,Average Company,1,0,85.1,1,83.4,57.0,56.4,63.4,0.5136,0,0.12
Male,Asian,31,2,H1B,1,Bachelor,1,1,0.1,35.8,36.5,1,36.0,4,No Experience,0,1,57.6,0,63.8,33.3,45.7,45.9,0.1743,0,0.12
Female,White,26,0,Citizen,2,Master,2,0,0.6,65.4,29.3,3,20.3,4,No Experience,0,0,78.8,1,74.7,34.2,62.4,55.6,0.3682,0,0.12
Male,Hispanic,45,0,Citizen,4,Self-taught/Bootcamp,4,1,5.3,22.7,56.0,2,15.0,4,No Experience,1,1,80.7,2,43.6,20.2,36.1,32.4,0.1416,1,0.03
Male,Asian,25,3,Needs Sponsorship,1,Bachelor,1,1,0.4,56.4,23.5,3,18.2,4,No Experience,0,0,66.1,1,60.2,40.2,61.0,53.5,0.2899,0,-0.1
Male,White,25,0,Citizen,2,Master,3,0,7.4,69.1,60.1,5,35.6,3,Average Company,0,1,44.0,1,85.0,31.0,58.7,55.6,0.568,0,0.27
Female,Black,40,0,Citizen,1,Bachelor,2,1,10.7,75.7,53.8,8,53.7,3,Average Company,1,1,43.5,2,85.4,36.1,42.6,51.0,0.2984,0,-0.38
Male,Hispanic,36,0,Citizen,2,Master,3,0,1.0,39.8,51.4,3,47.5,3,Average Company,0,1,84.3,2,59.9,27.8,60.1,48.8,0.299,0,0.03
Male,Hispanic,31,0,Citizen,1,Bachelor,3,1,3.2,39.6,43.3,5,47.4,4,No Experience,0,0,59.3,1,42.3,61.4,42.9,49.2,0.2297,0,0.03
Male,White,37,0,Citizen,1,Bachelor,3,0,1.7,23.5,48.2,4,19.5,2,Well-known Tech,0,0,75.2,1,53.0,27.0,70.4,50.8,0.317,0,0.27
Female,Asian,34,1,Green Card,2,Master,3,1,3.3,56.7,34.8,4,14.4,3,Average Company,0,0,47.0,0,56.4,46.1,39.0,45.8,0.339,1,0.05
Male,White,23,0,Citizen,1,Bachelor,3,1,4.3,43.7,41.3,3,22.7,3,Average Company,0,0,58.7,0,47.9,28.6,39.2,37.7,0.189,1,0.27
Male,White,21,2,H1B,1,Bachelor,3,1,0.1,31.5,12.9,4,14.0,4,No Experience,0,0,91.6,0,28.2,13.4,60.8,36.1,0.1173,1,0.19
Male,White,28,1,Green Card,2,Master,3,1,10.2,42.3,52.8,2,29.4,2,Well-known Tech,0,0,59.7,2,86.3,19.8,59.5,52.3,0.6654,1,0.27
Male,White,39,1,Green Card,4,Self-taught/Bootcamp,4,1,2.1,45.5,43.9,1,57.6,3,Average Company,0,0,69.1,1,49.5,39.2,61.0,50.5,0.3239,0,0.27
Male,Asian,29,2,H1B,1,Bachelor,2,0,1.0,36.7,36.2,4,22.2,4,No Experience,1,1,81.6,0,46.7,46.6,64.7,53.9,0.3395,0,0.12
Male,Black,35,0,Citizen,1,Bachelor,3,1,0.1,50.5,36.7,1,12.1,4,No Experience,0,0,95.5,1,57.2,33.6,61.2,50.5,0.2347,1,-0.03
Male,White,33,0,Citizen,1,Bachelor,1,1,20.0,59.2,89.2,3,17.8,3,Average Company,0,0,83.6,0,100.0,71.6,87.1,84.9,0.8886,1,0.27
Female,White,21,0,Citizen,1,Bachelor,3,1,6.4,33.3,42.7,5,11.8,1,FAANG,0,0,42.7,2,69.2,27.4,47.3,45.8,0.3196,0,0.12
Female,White,29,0,Citizen,2,Master,2,1,2.7,55.0,21.6,5,22.3,3,Average Company,0,1,85.4,1,77.5,18.8,60.7,50.2,0.3557,0,0.12
Male,Hispanic,34,2,H1B,4,Self-taught/Bootcamp,4,1,9.0,76.7,62.7,5,24.2,2,Well-known Tech,0,0,88.3,1,82.5,60.2,47.9,60.8,0.5532,0,-0.05
Female,Asian,26,1,Green Card,2,Master,1,1,2.7,87.6,40.4,1,37.9,3,Average Company,0,0,60.8,1,71.9,40.8,53.0,53.5,0.2353,0,0.05
Male,White,29,0,Citizen,1,Bachelor,1,0,5.2,41.5,35.7,2,51.6,3,Average Company,0,1,56.4,0,69.9,28.7,71.1,56.0,0.5597,1,0.27
Female,Hispanic,34,0,Citizen,2,Master,3,1,14.2,66.7,92.5,1,6.1,2,Well-known Tech,0,1,58.4,0,100.0,65.6,60.5,72.2,0.8165,1,-0.24
Male,White,32,0,Citizen,1,Bachelor,2,0,5.5,19.8,55.6,5,22.7,3,Average Company,0,1,86.4,2,52.5,31.4,66.0,50.5,0.4277,0,0.27
Male,Asian,39,0,Citizen,1,Bachelor,3,1,1.2,52.9,28.6,2,47.4,3,Average Company,1,1,88.9,2,59.4,36.4,46.4,46.1,0.2604,1,0.2
Female,Hispanic,34,2,H1B,2,Master,3,1,12.2,61.1,65.7,4,37.0,3,Average Company,1,1,91.2,2,92.8,25.1,39.0,47.6,0.3831,1,-0.32
Female,White,25,0,Citizen,1,Bachelor,2,1,0.1,35.8,33.4,8,33.0,4,No Experience,0,0,55.3,0,50.7,32.2,48.8,43.5,0.1554,0,0.12
Male,Asian,28,3,Needs Sponsorship,1,Bachelor,3,1,11.4,58.3,74.9,4,40.7,3,Average Company,0,0,97.2,0,90.9,39.5,64.5,62.3,0.5303,1,-0.1
Male,White,32,0,Citizen,1,Bachelor,2,0,14.7,77.2,58.1,3,40.1,3,Average Company,0,1,76.4,2,100.0,53.2,71.1,72.1,0.7746,1,0.27
Male,White,41,0,Citizen,4,Self-taught/Bootcamp,4,1,0.4,49.0,26.0,3,37.4,4,No Experience,0,0,83.4,2,52.4,39.7,67.8,54.1,0.336,0,0.27
Male,Black,28,0,Citizen,1,Bachelor,3,1,0.3,54.9,37.9,5,20.5,4,No Experience,0,1,90.6,1,38.5,42.2,42.2,41.3,0.16,0,-0.03
Male,Hispanic,21,2,H1B,1,Bachelor,2,0,8.2,77.5,42.3,5,26.4,3,Average Company,0,0,83.5,1,69.6,45.4,50.6,53.5,0.3369,0,-0.05
Male,White,35,0,Citizen,1,Bachelor,3,0,0.1,29.1,39.8,1,24.2,4,No Experience,0,0,69.0,1,52.3,25.9,50.6,42.4,0.1856,0,0.27
Female,Hispanic,26,1,Green Card,1,Bachelor,3,1,7.3,66.8,41.8,4,19.6,3,Average Company,1,0,73.3,1,73.3,50.7,54.6,57.9,0.3268,1,-0.24
Male,Hispanic,23,0,Citizen,2,Master,2,1,2.0,49.8,46.4,5,56.1,1,FAANG,0,1,38.1,1,87.4,14.4,65.5,53.1,0.514,1,0.03
Male,White,32,1,Green Card,3,PhD,2,1,0.1,41.6,34.1,2,17.2,4,No Experience,0,1,42.7,1,74.1,33.2,64.1,55.8,0.4792,0,0.27
Male,White,38,0,Citizen,1,Bachelor,3,1,4.6,53.4,52.2,2,35.3,1,FAANG,0,0,90.9,1,79.5,56.5,66.6,66.3,0.5367,1,0.27
Male,Black,27,0,Citizen,2,Master,3,1,1.5,73.6,38.8,5,17.4,3,Average Company,0,0,78.9,1,71.6,52.2,42.7,53.3,0.338,0,-0.03
Male,Black,35,0,Citizen,1,Bachelor,3,1,0.7,56.0,19.7,1,41.4,4,No Experience,0,0,75.9,2,50.9,50.8,37.2,45.4,0.1192,0,-0.03
Male,White,36,0,Citizen,1,Bachelor,3,1,3.6,37.9,32.1,3,27.4,2,Well-known Tech,0,1,69.3,1,68.6,16.8,44.3,40.7,0.2261,0,0.27
Female,Hispanic,37,0,Citizen,1,Bachelor,3,0,0.1,23.5,25.6,7,32.0,4,No Experience,0,1,46.1,1,26.1,0.0,54.7,28.4,0.0525,0,-0.24
Female,Asian,26,0,Citizen,1,Bachelor,3,0,2.2,46.3,43.3,3,41.0,2,Well-known Tech,1,1,30.1,2,45.6,41.8,68.1,53.3,0.3965,0,0.05
Male,White,24,0,Citizen,3,PhD,2,0,4.3,56.6,42.5,1,25.9,3,Average Company,0,1,72.9,2,69.6,51.2,66.0,61.7,0.6337,0,0.27
Male,Black,25,0,Citizen,1,Bachelor,3,1,5.8,34.8,33.9,4,3.6,3,Average Company,1,0,86.0,1,37.6,19.9,62.8,41.5,0.1935,0,-0.03
Male,White,37,0,Citizen,2,Master,2,1,3.3,69.4,50.1,1,5.0,3,Average Company,0,1,91.8,2,68.3,49.6,74.1,64.1,0.7449,1,0.27
Female,White,36,3,Needs Sponsorship,3,PhD,2,1,0.3,48.0,12.5,4,20.6,4,No Experience,0,0,64.9,0,58.3,34.7,53.4,48.1,0.1685,0,-0.18
Female,Hispanic,25,3,Needs Sponsorship,1,Bachelor,2,1,6.5,47.0,67.1,5,17.8,2,Well-known Tech,0,0,54.2,1,56.1,15.9,60.4,43.7,0.1772,0,-0.54
Male,Asian,46,3,Needs Sponsorship,1,Bachelor,2,1,2.2,66.2,21.1,3,21.1,1,FAANG,0,0,71.9,1,72.9,29.9,57.3,51.6,0.2734,0,-0.22
Male,White,24,0,Citizen,1,Bachelor,1,1,0.9,47.1,28.7,3,15.1,4,No Experience,0,0,87.1,1,57.6,27.9,57.8,47.3,0.1901,1,0.27
Female,Black,38,0,Citizen,1,Bachelor,3,1,1.4,61.0,43.6,5,31.4,3,Average Company,1,0,83.9,0,51.4,25.7,55.1,43.9,0.0914,0,-0.38
Male,Asian,42,0,Citizen,2,Master,2,1,5.0,66.2,54.3,2,36.6,3,Average Company,1,0,57.3,1,64.8,67.3,51.4,60.3,0.51,1,0.2
Male,White,32,0,Citizen,3,PhD,2,0,1.0,74.2,41.2,3,41.2,4,No Experience,0,1,74.4,2,73.2,35.6,62.3,55.7,0.5583,1,0.27
Female,White,26,0,Citizen,2,Master,3,1,0.4,29.9,54.6,6,31.0,4,No Experience,0,0,85.5,0,69.3,20.9,56.0,47.1,0.2071,1,0.12
Female,Black,26,0,Citizen,1,Bachelor,3,0,4.4,62.0,54.9,2,8.7,4,No Experience,0,0,69.9,1,52.1,60.9,64.3,60.1,0.2633,0,-0.38
Male,Black,30,0,Citizen,1,Bachelor,2,1,4.7,64.9,54.9,1,22.3,3,Average Company,1,0,79.0,1,69.7,59.0,58.1,61.3,0.4149,1,-0.03
Male,White,39,0,Citizen,2,Master,2,1,2.6,57.7,44.3,4,14.7,3,Average Company,0,1,73.3,0,77.0,49.8,62.3,61.6,0.533,1,0.27
Male,White,23,0,Citizen,4,Self-taught/Bootcamp,4,1,3.2,47.2,20.6,4,15.5,3,Average Company,0,1,76.2,1,51.7,44.3,61.7,53.1,0.3669,1,0.27
Male,White,21,0,Citizen,2,Master,2,0,8.0,60.0,54.2,4,10.4,2,Well-known Tech,0,0,77.8,1,91.2,57.6,83.3,76.3,0.8351,1,0.27
Male,White,34,0,Citizen,1,Bachelor,2,1,1.9,18.8,38.2,2,42.7,4,No Experience,0,0,72.9,1,46.2,20.7,70.6,47.0,0.1897,0,0.27
Male,Black,36,0,Citizen,1,Bachelor,2,0,9.0,77.4,50.9,2,68.2,2,Well-known Tech,1,0,63.0,0,66.1,57.5,62.5,61.7,0.5327,0,-0.03
Female,White,45,0,Citizen,3,PhD,2,1,9.3,67.3,63.0,3,51.0,3,Average Company,0,0,65.7,0,94.0,68.8,60.0,71.6,0.6101,1,-0.03
Female,White,22,0,Citizen,1,Bachelor,2,0,3.2,51.7,53.1,5,32.8,1,FAANG,0,1,62.9,0,76.8,31.1,60.7,54.4,0.4905,0,0.12
Male,Asian,31,3,Needs Sponsorship,1,Bachelor,3,1,0.1,68.4,28.9,6,15.2,4,No Experience,0,1,93.0,1,56.9,51.2,54.3,53.9,0.2558,0,-0.1
Male,White,40,0,Citizen,2,Master,2,1,11.5,63.3,76.5,4,40.4,3,Average Company,0,0,80.5,1,100.0,43.2,71.0,68.5,0.7835,0,0.27
Male,White,32,0,Citizen,1,Bachelor,2,1,0.7,44.6,24.1,3,27.9,4,No Experience,0,0,53.5,0,48.7,24.1,39.7,36.5,0.1285,0,0.27
Male,Hispanic,30,2,H1B,1,Bachelor,3,1,3.4,53.2,38.2,1,47.5,3,Average Company,1,0,59.4,1,59.1,42.7,46.8,48.4,0.1924,0,-0.05
Male,Black,37,0,Citizen,1,Bachelor,2,1,5.0,65.7,21.9,5,51.2,3,Average Company,1,0,68.3,1,65.0,40.4,52.3,51.3,0.2054,0,-0.03
Male,Asian,27,1,Green Card,4,Self-taught/Bootcamp,4,1,0.4,41.9,31.6,2,26.9,4,No Experience,1,1,66.5,2,40.1,23.4,64.3,43.9,0.2602,0,0.2
Female,White,37,0,Citizen,1,Bachelor,3,1,6.2,28.3,40.2,4,61.8,4,No Experience,0,1,93.5,1,57.4,12.8,60.7,43.1,0.2495,1,0.12
Male,White,23,0,Citizen,4,Self-taught/Bootcamp,4,1,4.3,29.4,46.0,6,2.4,1,FAANG,0,0,63.7,2,71.9,43.3,65.6,59.4,0.5676,0,0.27
Female,Black,21,0,Citizen,1,Bachelor,3,1,5.0,50.8,56.4,5,9.1,2,Well-known Tech,0,0,71.3,0,60.6,45.1,44.5,48.7,0.1998,1,-0.38
Female,Black,30,0,Citizen,2,Master,1,1,0.8,33.0,36.6,1,34.9,4,No Experience,0,0,66.3,2,57.4,13.9,42.3,36.1,0.0635,0,-0.38
Male,White,21,0,Citizen,4,Self-taught/Bootcamp,4,1,1.4,18.3,52.1,1,8.6,3,Average Company,0,0,65.7,0,42.5,46.0,62.1,51.6,0.3038,1,0.27
Male,White,32,0,Citizen,2,Master,2,1,1.6,64.0,27.1,6,26.4,3,Average Company,0,0,47.8,1,66.0,35.4,54.0,50.5,0.2843,0,0.27
Female,Hispanic,21,0,Citizen,2,Master,3,1,0.7,68.4,34.3,6,43.1,4,No Experience,1,0,48.9,2,31.6,28.6,28.1,29.1,0.0797,0,-0.24
Female,White,33,1,Green Card,1,Bachelor,3,1,3.8,51.6,41.4,4,10.4,3,Average Company,0,1,59.5,2,60.6,37.9,56.1,50.8,0.2649,0,0.12
Male,White,33,0,Citizen,1,Bachelor,3,1,0.4,52.7,54.1,3,7.0,4,No Experience,0,0,80.0,1,55.5,41.3,62.8,53.4,0.3019,0,0.27
Male,White,31,0,Citizen,2,Master,3,1,1.3,47.7,39.1,1,1.6,1,FAANG,0,0,87.6,2,69.1,31.3,75.1,58.3,0.5545,0,0.27
Male,Asian,35,3,Needs Sponsorship,3,PhD,3,1,6.4,77.1,48.4,4,11.9,2,Well-known Tech,1,1,97.7,1,98.0,42.2,73.9,68.8,0.7468,1,-0.1
Female,Asian,33,1,Green Card,2,Master,2,0,1.2,28.9,21.1,2,23.7,3,Average Company,0,0,86.8,2,45.9,25.1,63.9,45.8,0.1847,0,0.05
Male,Asian,29,0,Citizen,1,Bachelor,3,1,1.0,70.0,34.0,5,22.7,4,No Experience,1,1,67.9,0,54.6,46.7,58.2,53.3,0.272,0,0.2
Male,White,44,0,Citizen,1,Bachelor,3,1,0.7,34.6,45.6,6,12.9,4,No Experience,0,1,41.3,0,61.3,29.0,56.2,47.9,0.2171,0,0.27
Female,White,34,0,Citizen,3,PhD,3,1,4.3,52.2,52.5,4,64.2,4,No Experience,0,0,92.6,0,67.9,35.5,60.2,53.5,0.4178,0,0.12
Male,White,37,0,Citizen,1,Bachelor,2,1,2.7,32.6,26.6,1,11.0,3,Average Company,0,1,24.4,2,66.8,34.7,58.8,52.4,0.4298,0,0.27
Male,Asian,39,0,Citizen,1,Bachelor,2,1,1.1,34.6,20.6,1,23.0,3,Average Company,1,0,56.5,1,47.1,27.1,46.8,40.0,0.1734,0,0.2
Male,Asian,36,2,H1B,1,Bachelor,2,1,1.0,33.6,29.0,2,27.4,1,FAANG,0,1,91.7,2,73.3,31.2,66.1,55.7,0.42,1,0.12
Female,Hispanic,46,3,Needs Sponsorship,1,Bachelor,3,0,20.0,52.3,74.9,5,41.1,4,No Experience,1,0,66.9,2,97.0,45.5,55.5,62.4,0.4356,0,-0.81
Male,White,33,0,Citizen,1,Bachelor,2,0,0.3,36.9,24.1,1,39.8,4,No Experience,0,0,84.1,1,32.5,13.2,58.7,36.2,0.1018,0,0.27
Male,Black,31,0,Citizen,2,Master,2,1,6.1,57.8,56.9,3,24.5,3,Average Company,1,1,84.2,0,83.9,51.4,58.9,62.5,0.5861,1,-0.03
Male,Black,27,2,H1B,3,PhD,3,0,11.1,61.1,68.8,2,42.9,4,No Experience,0,0,73.8,1,88.0,40.7,63.3,61.6,0.5549,1,-0.11
Male,White,30,0,Citizen,2,Master,3,1,2.7,67.5,33.8,7,11.0,3,Average Company,0,0,85.6,1,74.7,50.8,74.7,66.3,0.4911,0,0.27
Male,White,26,0,Citizen,2,Master,2,1,3.0,76.5,36.7,1,51.4,1,FAANG,0,1,74.9,1,75.2,48.3,53.4,57.1,0.6854,0,0.27
Male,Black,36,2,H1B,2,Master,2,1,8.6,59.1,55.2,5,7.0,1,FAANG,1,0,71.1,0,90.5,31.4,56.5,56.2,0.4882,0,-0.11
Male,Hispanic,25,0,Citizen,1,Bachelor,3,1,0.1,64.1,18.9,5,17.2,4,No Experience,1,1,49.9,1,63.7,46.2,56.9,54.8,0.2712,0,0.03
Female,White,32,0,Citizen,2,Master,3,1,0.9,28.0,32.5,2,31.3,4,No Experience,0,0,90.3,1,51.3,24.2,42.5,38.3,0.1321,0,0.12
Female,Hispanic,35,0,Citizen,4,Self-taught/Bootcamp,4,1,5.6,54.7,28.0,6,10.4,3,Average Company,1,0,81.6,0,57.0,31.4,61.7,49.9,0.2962,0,-0.24
Male,Black,33,1,Green Card,1,Bachelor,3,1,3.2,60.4,52.7,7,44.5,3,Average Company,0,1,72.5,2,56.0,41.6,44.0,46.2,0.2224,0,-0.03
Male,White,25,0,Citizen,4,Self-taught/Bootcamp,4,1,15.4,71.6,78.5,5,22.2,1,FAANG,0,0,75.5,1,91.3,65.9,82.2,78.8,0.9096,1,0.27
Male,White,36,0,Citizen,4,Self-taught/Bootcamp,4,1,1.1,51.5,48.0,3,13.2,3,Average Company,0,0,45.6,2,54.6,20.8,68.0,48.1,0.2016,0,0.27
Female,White,31,0,Citizen,1,Bachelor,3,1,9.8,52.5,77.0,4,64.7,3,Average Company,0,1,78.7,2,87.2,50.1,67.1,66.2,0.6745,0,0.12
Male,White,21,0,Citizen,4,Self-taught/Bootcamp,4,1,20.0,83.7,97.9,7,12.2,3,Average Company,0,0,42.3,2,96.1,73.7,85.5,84.0,0.9024,1,0.27
Male,White,25,0,Citizen,2,Master,3,0,0.0,56.2,44.7,1,22.9,4,No Experience,0,1,87.1,2,66.2,49.7,44.1,51.6,0.3542,0,0.27
Male,White,41,0,Citizen,2,Master,3,1,1.5,48.8,64.4,1,38.7,2,Well-known Tech,0,1,83.5,1,66.2,39.5,75.4,60.5,0.5609,1,0.27
Male,Hispanic,42,0,Citizen,1,Bachelor,3,1,17.9,82.7,83.5,5,27.0,3,Average Company,0,0,49.7,1,100.0,63.7,57.6,70.4,0.7891,1,0.03
Male,Asian,35,2,H1B,2,Master,2,1,10.3,81.1,74.1,3,15.6,3,Average Company,1,1,81.5,0,81.5,77.5,71.0,75.9,0.8333,1,0.12
Male,Asian,37,0,Citizen,3,PhD,2,1,0.5,43.0,44.1,5,34.9,4,No Experience,0,0,85.6,1,62.3,36.3,50.8,48.6,0.3135,0,0.2
Male,White,26,0,Citizen,1,Bachelor,1,0,1.3,45.7,21.0,5,39.6,3,Average Company,0,0,50.9,2,45.6,23.5,60.4,43.8,0.1356,0,0.27
Female,White,30,0,Citizen,2,Master,3,1,4.4,59.0,60.4,2,21.3,2,Well-known Tech,0,1,48.1,1,71.9,41.9,42.7,49.7,0.4991,1,0.12
Male,White,40,0,Citizen,2,Master,1,1,1.3,55.2,9.9,6,61.3,3,Average Company,0,0,80.6,1,65.1,29.4,66.4,53.1,0.3019,0,0.27
Male,Asian,34,3,Needs Sponsorship,1,Bachelor,3,1,2.2,53.9,62.6,2,46.3,3,Average Company,0,1,61.9,2,73.5,59.4,52.1,60.0,0.3944,1,-0.1
Male,White,32,0,Citizen,3,PhD,2,1,1.3,60.9,25.7,1,11.7,3,Average Company,0,1,68.6,1,70.2,28.7,65.5,53.8,0.364,0,0.27
Male,White,30,0,Citizen,4,Self-taught/Bootcamp,4,1,1.6,40.4,53.3,2,47.1,3,Average Company,0,1,83.4,1,70.7,59.5,64.6,64.3,0.5902,1,0.27
Male,Black,40,0,Citizen,2,Master,3,1,1.9,42.0,37.7,1,58.2,3,Average Company,1,0,71.5,1,49.0,33.6,53.8,45.5,0.1338,0,-0.03
Male,Black,39,0,Citizen,1,Bachelor,3,1,3.4,35.1,32.8,3,23.9,2,Well-known Tech,1,0,86.5,0,55.7,18.7,77.5,51.5,0.2316,1,-0.03
Male,Asian,36,3,Needs Sponsorship,4,Self-taught/Bootcamp,4,0,6.8,83.2,43.7,4,19.7,3,Average Company,1,1,84.3,1,64.9,32.2,55.3,49.6,0.3382,1,-0.1
Male,White,32,0,Citizen,2,Master,2,1,3.6,70.0,53.0,2,39.7,3,Average Company,0,1,77.0,1,95.6,53.0,69.7,70.3,0.6722,0,0.27
Male,White,29,0,Citizen,1,Bachelor,2,1,1.3,56.0,49.7,4,22.1,3,Average Company,0,0,49.6,2,75.3,45.3,62.2,59.6,0.3929,1,0.27
Male,Asian,36,1,Green Card,2,Master,1,1,4.8,50.5,43.8,4,42.5,1,FAANG,1,0,96.0,0,92.7,34.0,70.6,63.3,0.6849,1,0.2
Female,Black,24,1,Green Card,1,Bachelor,1,0,8.0,54.7,56.8,3,25.4,3,Average Company,0,1,56.5,1,70.8,53.5,42.3,53.3,0.2615,0,-0.38
Male,White,25,0,Citizen,1,Bachelor,2,1,4.7,71.9,53.6,4,43.8,3,Average Company,0,1,40.4,1,66.7,49.0,59.1,57.4,0.5742,0,0.27
